date,tavg,tmin,tmax,prcp,wdir,wspd,pres
2021-01-01,20.6,16.6,25.3,0.5,,,
2021-01-02,20.9,16.6,26.0,0.4,74.0,11.3,1014.5
2021-01-03,21.9,18.8,26.0,0.0,86.0,12.0,1013.0
2021-01-04,20.8,18.6,27.6,0.0,84.0,10.8,1013.1
2021-01-05,21.9,18.7,26.2,0.0,83.0,10.9,1013.9
2021-01-06,21.2,20.0,27.3,7.5,97.0,8.2,1013.3
2021-01-07,21.6,19.1,25.4,0.8,93.0,10.0,1011.5
2021-01-08,22.3,20.0,27.0,9.0,90.0,9.4,1011.2
2021-01-09,21.4,18.8,27.0,0.0,84.0,9.6,1012.0
2021-01-10,22.2,18.6,26.2,0.0,76.0,8.6,1012.7
2021-01-11,21.6,18.2,26.9,0.0,46.0,8.6,1013.7
2021-01-12,20.4,18.2,25.4,0.0,54.0,12.3,1013.4
2021-01-13,21.3,16.8,26.3,0.0,57.0,11.3,1013.3
2021-01-14,20.8,16.4,27.7,0.2,75.0,11.3,1013.3
2021-01-15,21.8,17.3,26.3,0.0,94.0,9.9,1012.7
2021-01-16,22.2,18.1,27.4,0.0,100.0,9.4,1012.0
2021-01-17,22.2,17.0,29.2,0.0,84.0,8.4,1013.1
2021-01-18,21.8,15.5,29.6,0.0,75.0,9.6,1014.2
2021-01-19,21.8,16.1,28.8,0.0,55.0,6.5,1014.0
2021-01-20,22.7,16.0,28.4,0.0,73.0,6.4,1014.2
2021-01-21,23.8,17.0,31.1,0.0,67.0,5.0,1013.8
2021-01-22,23.8,18.4,31.1,0.1,74.0,7.0,1013.5
2021-01-23,22.5,18.0,30.3,0.0,81.0,8.9,1014.0
2021-01-24,21.9,17.0,29.2,0.0,87.0,7.4,1014.5
2021-01-25,21.6,16.3,29.5,0.0,94.0,7.9,1015.1
2021-01-26,21.9,15.4,29.4,0.0,73.0,7.1,1014.2
2021-01-27,21.7,15.4,30.8,0.0,82.0,9.2,1014.6
2021-01-28,21.6,16.0,30.2,0.0,88.0,10.5,1015.1
2021-01-29,22.4,18.0,28.4,0.0,83.0,9.5,1015.4
2021-01-30,22.8,17.4,29.3,0.0,78.0,9.3,1014.5
2021-01-31,22.7,17.2,29.8,0.0,89.0,10.8,1014.6
2021-02-01,22.8,16.8,30.1,0.0,70.0,10.7,1016.4
2021-02-02,22.1,16.8,29.6,0.0,78.0,11.6,1016.9
2021-02-03,21.8,17.9,28.6,0.0,85.0,11.1,1016.1
2021-02-04,22.1,16.1,28.5,0.0,85.0,9.6,1015.8
2021-02-05,22.2,15.4,29.4,0.0,65.0,8.7,1015.0
2021-02-06,22.4,15.6,30.4,0.0,71.0,10.2,1014.1
2021-02-07,22.3,15.0,30.4,0.0,68.0,10.0,1014.7
2021-02-08,22.1,16.1,30.1,0.0,72.0,10.4,1015.5
2021-02-09,20.6,14.9,29.8,0.0,85.0,10.3,1015.0
2021-02-10,21.7,14.4,28.6,0.0,85.0,9.0,1013.7
2021-02-11,20.3,13.5,28.1,0.0,91.0,10.8,1013.2
2021-02-12,20.7,12.2,28.9,0.0,81.0,11.5,1013.6
2021-02-13,20.6,13.0,29.8,0.0,80.0,9.8,1014.7
2021-02-14,23.0,16.2,31.0,0.0,56.0,6.5,1014.4
2021-02-15,24.0,17.9,31.5,0.0,44.0,6.4,1013.2
2021-02-16,23.9,18.4,32.0,0.0,94.0,7.4,1013.0
2021-02-17,23.8,18.4,31.4,0.0,88.0,8.1,1012.5
2021-02-18,22.8,18.0,31.2,0.1,101.0,10.0,1013.8
2021-02-19,22.8,18.2,29.3,1.7,68.0,10.2,1015.1
2021-02-20,19.8,16.8,24.5,4.2,73.0,11.4,1014.9
2021-02-21,20.6,17.1,24.2,4.7,87.0,11.8,1015.6
2021-02-22,22.8,18.1,28.0,0.4,85.0,8.8,1016.0
2021-02-23,24.5,18.2,30.4,0.0,73.0,8.1,1014.3
2021-02-24,24.4,18.0,31.1,0.0,83.0,7.7,1013.5
2021-02-25,25.3,17.4,32.0,0.0,50.0,6.2,1013.0
2021-02-26,25.8,18.4,33.0,0.0,41.0,5.9,1011.8
2021-02-27,26.2,19.0,34.1,0.0,61.0,6.3,1010.7
2021-02-28,26.0,20.0,33.8,0.0,87.0,9.6,1011.4
2021-03-01,25.4,17.4,33.8,0.0,81.0,8.6,1014.1
2021-03-02,25.3,18.4,33.6,0.0,94.0,9.3,1014.3
2021-03-03,25.0,18.2,32.5,0.0,83.0,10.5,1013.2
2021-03-04,24.6,16.5,32.3,0.0,87.0,10.6,1013.7
2021-03-05,24.9,16.7,32.0,0.0,86.0,7.5,1014.5
2021-03-06,26.7,18.4,34.4,0.0,52.0,7.1,1014.4
2021-03-07,26.5,17.5,35.9,0.0,80.0,8.3,1013.2
2021-03-08,26.0,19.0,33.8,0.0,92.0,9.2,1013.8
2021-03-09,25.6,18.7,33.5,0.0,102.0,10.0,1014.3
2021-03-10,27.0,19.5,33.6,0.0,90.0,7.9,1014.3
2021-03-11,25.9,20.3,33.0,0.0,124.0,9.6,1014.4
2021-03-12,25.4,19.6,33.4,0.0,93.0,9.2,1015.0
2021-03-13,25.1,16.7,32.6,0.0,101.0,9.4,1014.6
2021-03-14,26.0,18.6,33.0,0.0,88.0,9.6,1013.3
2021-03-15,26.5,18.0,33.8,0.0,106.0,8.8,1012.4
2021-03-16,26.8,19.8,34.0,0.0,83.0,8.5,1012.2
2021-03-17,26.2,19.5,34.4,0.0,97.0,9.4,1011.6
2021-03-18,26.3,19.8,33.6,0.0,89.0,9.5,1012.0
2021-03-19,26.2,19.6,33.6,0.0,88.0,8.6,1011.4
2021-03-20,26.3,19.6,33.8,0.0,133.0,7.7,1010.5
2021-03-21,26.5,19.7,34.2,0.0,96.0,8.2,1010.4
2021-03-22,26.8,18.8,34.6,0.0,84.0,9.8,1011.6
2021-03-23,27.8,20.7,34.8,0.0,107.0,9.9,1012.4
2021-03-24,27.6,20.8,35.6,0.0,91.0,11.0,1012.5
2021-03-25,28.2,21.6,34.6,0.0,83.0,10.4,1011.5
2021-03-26,28.1,21.6,35.1,0.0,81.0,11.6,1010.9
2021-03-27,28.0,21.0,35.7,0.0,97.0,11.3,1010.7
2021-03-28,26.9,22.5,35.0,0.0,106.0,10.7,1010.3
2021-03-29,28.0,21.7,34.0,0.0,103.0,7.9,1010.2
2021-03-30,28.2,23.0,34.8,0.0,333.0,9.4,1009.4
2021-03-31,28.8,21.2,35.6,0.0,320.0,7.9,1007.2
2021-04-01,29.2,23.1,37.2,0.0,296.0,9.2,1007.8
2021-04-02,28.7,21.4,36.7,0.0,289.0,8.6,1008.1
2021-04-03,28.3,22.4,36.8,0.0,258.0,8.6,1008.8
2021-04-04,29.1,23.0,35.2,0.0,322.0,8.3,1010.1
2021-04-05,28.0,22.8,36.0,0.0,111.0,9.4,1010.9
2021-04-06,27.4,22.5,35.3,0.0,103.0,9.8,1011.4
2021-04-07,27.6,19.4,35.0,0.0,107.0,9.4,1012.1
2021-04-08,27.8,22.6,35.6,0.0,144.0,8.7,1010.5
2021-04-09,27.5,22.0,35.0,0.0,128.0,9.3,1009.8
2021-04-10,26.9,21.0,34.8,0.0,105.0,9.5,1011.5
2021-04-11,27.3,21.5,33.8,0.0,113.0,9.6,1012.8
2021-04-12,27.3,20.7,34.4,0.0,112.0,9.4,1013.3
2021-04-13,27.1,22.8,33.8,0.0,120.0,8.9,1012.7
2021-04-14,25.2,21.8,33.4,8.1,137.0,6.0,1012.7
2021-04-15,25.3,19.8,33.2,1.8,251.0,6.9,1012.6
2021-04-16,27.2,20.8,32.6,0.3,316.0,6.0,1012.0
2021-04-17,27.7,22.4,33.4,0.0,343.0,6.1,1012.1
2021-04-18,27.8,23.4,33.4,0.1,164.0,6.7,1013.1
2021-04-19,28.3,22.7,34.3,0.1,272.0,7.7,1011.6
2021-04-20,27.5,23.4,34.6,2.1,289.0,6.6,1011.0
2021-04-21,26.6,20.8,34.4,0.0,275.0,4.7,1012.1
2021-04-22,24.3,20.5,34.6,28.7,336.0,4.1,1012.3
2021-04-23,24.4,20.7,32.2,21.3,278.0,4.2,1012.5
2021-04-24,24.6,20.0,31.7,65.8,310.0,4.0,1012.1
2021-04-25,26.5,21.8,31.9,0.0,89.0,4.8,1010.9
2021-04-26,26.5,21.2,33.0,0.0,92.0,4.3,1010.4
2021-04-27,26.6,20.9,32.5,0.0,101.0,7.4,1010.9
2021-04-28,27.0,20.9,33.4,0.1,79.0,5.7,1011.7
2021-04-29,26.6,22.2,34.0,0.7,29.0,6.2,1011.6
2021-04-30,26.8,21.2,34.4,0.0,99.0,6.7,1010.1
2021-05-01,27.1,22.5,33.4,0.0,110.0,9.0,1010.0
2021-05-02,27.0,23.4,32.9,0.0,128.0,6.5,1010.6
2021-05-03,27.3,22.7,33.0,0.3,114.0,6.7,1010.4
2021-05-04,26.3,24.0,32.7,8.9,140.0,5.6,1011.0
2021-05-05,26.9,20.6,33.3,0.0,125.0,7.2,1009.9
2021-05-06,27.4,23.9,33.7,0.0,131.0,8.7,1010.6
2021-05-07,27.2,22.6,33.0,0.7,125.0,9.0,1011.4
2021-05-08,26.8,23.3,33.0,0.2,115.0,7.4,1010.3
2021-05-09,27.2,21.3,33.4,0.3,132.0,8.3,1009.5
2021-05-10,27.0,24.4,34.4,1.0,199.0,5.0,1009.5
2021-05-11,27.3,23.3,33.8,5.6,284.0,4.4,1009.9
2021-05-12,25.5,21.4,33.9,0.0,242.0,5.8,1008.9
2021-05-13,25.4,20.7,31.9,35.1,262.0,4.4,1007.9
2021-05-14,26.7,21.4,31.9,26.2,186.0,7.6,1006.5
2021-05-15,23.8,22.2,32.6,0.0,159.0,12.9,1005.7
2021-05-16,24.0,21.4,28.0,0.0,178.0,10.4,1007.5
2021-05-17,25.7,21.0,31.6,0.0,210.0,10.3,1009.4
2021-05-18,25.7,21.6,32.6,0.0,222.0,11.7,1009.7
2021-05-19,26.4,21.6,33.1,4.0,221.0,12.7,1009.3
2021-05-20,24.7,22.2,33.4,2.7,242.0,11.9,1009.7
2021-05-21,23.3,20.9,30.8,2.8,252.0,11.2,1010.2
2021-05-22,23.8,21.0,28.8,25.4,267.0,10.3,1009.7
2021-05-23,25.8,20.8,29.4,7.4,260.0,11.3,1009.7
2021-05-24,26.1,22.0,31.0,0.0,282.0,11.6,1010.0
2021-05-25,24.3,20.2,31.7,0.3,256.0,12.5,1009.2
2021-05-26,24.9,20.4,30.2,31.0,254.0,16.9,1008.1
2021-05-27,25.3,21.2,30.1,0.0,261.0,15.6,1008.8
2021-05-28,25.4,20.4,30.6,0.0,264.0,12.3,1009.8
2021-05-29,25.5,21.0,30.9,0.5,255.0,11.5,1010.6
2021-05-30,25.7,20.9,32.1,0.1,250.0,12.9,1010.2
2021-05-31,26.2,21.4,32.1,2.3,250.0,12.7,1008.7
2021-06-01,26.1,21.1,32.3,5.6,244.0,11.1,1008.8
2021-06-02,25.9,22.2,33.7,1.0,267.0,6.6,1009.5
2021-06-03,24.6,21.9,33.7,0.5,302.0,3.9,1010.5
2021-06-04,23.8,21.1,31.0,52.3,265.0,4.1,1011.2
2021-06-05,23.6,21.2,31.5,12.7,243.0,7.0,1010.9
2021-06-06,24.8,20.7,29.2,4.6,242.0,9.6,1010.6
2021-06-07,25.4,22.1,29.7,0.5,280.0,9.7,1010.7
2021-06-08,25.6,19.7,31.0,0.0,263.0,10.4,1010.4
2021-06-09,24.2,20.5,31.1,4.6,259.0,14.2,1009.8
2021-06-10,24.2,20.4,29.5,2.3,257.0,15.0,1008.8
2021-06-11,24.2,20.4,29.0,0.0,252.0,17.4,1008.7
2021-06-12,23.6,20.7,29.0,2.8,250.0,18.9,1008.8
2021-06-13,23.0,20.2,29.0,3.6,253.0,19.4,1008.7
2021-06-14,22.3,20.1,27.6,0.0,250.0,19.0,1008.5
2021-06-15,22.7,20.2,26.5,4.3,246.0,18.9,1007.6
2021-06-16,22.7,20.8,26.7,0.5,243.0,18.2,1009.1
2021-06-17,23.4,20.8,28.0,5.1,245.0,19.4,1010.1
2021-06-18,23.4,20.4,28.4,1.3,244.0,19.8,1010.8
2021-06-19,23.4,20.8,28.0,0.0,249.0,17.8,1012.5
2021-06-20,24.3,20.5,28.8,0.0,256.0,16.0,1012.6
2021-06-21,24.3,20.4,29.6,0.6,262.0,12.6,1011.6
2021-06-22,24.8,21.0,30.6,0.4,271.0,11.4,1010.6
2021-06-23,24.9,19.9,29.9,0.0,265.0,9.4,1010.0
2021-06-24,24.7,21.4,30.5,0.9,265.0,13.2,1010.7
2021-06-25,24.8,20.1,29.4,0.2,271.0,14.8,1009.6
2021-06-26,22.8,20.1,29.7,0.0,264.0,14.2,1009.6
2021-06-27,22.6,20.2,27.2,2.3,283.0,11.9,1010.7
2021-06-28,23.7,20.8,28.5,0.5,264.0,9.4,1009.9
2021-06-29,26.2,20.9,31.6,0.0,249.0,5.8,1009.4
2021-06-30,26.8,22.5,32.6,1.5,254.0,8.8,1009.4
2021-07-01,25.7,23.0,32.7,2.5,242.0,9.8,1008.6
2021-07-02,26.0,22.0,30.6,0.0,256.0,11.6,1009.4
2021-07-03,25.7,21.7,31.4,15.0,252.0,8.9,1010.0
2021-07-04,24.5,20.4,31.0,7.5,289.0,8.5,1010.2
2021-07-05,24.5,20.1,30.8,2.7,297.0,9.1,1009.2
2021-07-06,24.9,20.2,29.4,1.3,298.0,5.5,1008.1
2021-07-07,24.6,22.3,30.0,0.0,269.0,6.7,1008.4
2021-07-08,25.3,21.8,29.4,0.0,269.0,9.4,1008.6
2021-07-09,24.2,20.3,30.1,0.0,264.0,10.7,1007.2
2021-07-10,22.8,20.1,29.0,0.3,247.0,15.6,1006.8
2021-07-11,22.8,20.1,26.8,0.5,254.0,19.0,1006.5
2021-07-12,23.2,20.2,26.8,0.0,255.0,18.3,1006.3
2021-07-13,22.3,20.4,27.0,4.6,254.0,14.9,1007.7
2021-07-14,21.6,19.8,25.2,11.4,259.0,14.2,1008.1
2021-07-15,21.7,19.9,25.4,18.8,251.0,14.8,1008.0
2021-07-16,22.7,20.8,25.6,2.8,249.0,12.4,1009.8
2021-07-17,22.1,20.7,27.0,1.3,271.0,12.6,1009.9
2021-07-18,21.6,20.0,28.2,17.8,253.0,14.2,1009.0
2021-07-19,22.6,19.5,26.8,4.3,264.0,16.6,1009.0
2021-07-20,23.1,19.7,27.6,7.1,260.0,17.1,1011.0
2021-07-21,21.8,20.4,27.8,0.0,254.0,17.3,1010.5
2021-07-22,21.2,20.0,24.2,3.3,248.0,20.0,1007.7
2021-07-23,21.4,19.7,24.7,3.0,250.0,17.5,1007.1
2021-07-24,22.6,20.0,27.1,0.5,256.0,14.5,1008.5
2021-07-25,23.2,20.6,28.0,24.4,256.0,15.1,1009.6
2021-07-26,23.4,20.5,28.4,59.7,251.0,15.4,1010.0
2021-07-27,23.4,20.1,28.3,0.0,257.0,16.5,1009.5
2021-07-28,23.5,20.0,27.7,1.0,259.0,17.0,1010.0
2021-07-29,23.1,19.8,28.3,0.9,254.0,17.7,1010.9
2021-07-30,23.5,19.6,28.4,0.0,259.0,16.9,1011.4
2021-07-31,23.7,19.9,28.7,0.7,262.0,17.1,1011.7
2021-08-01,23.2,20.0,28.0,0.0,257.0,16.5,1010.8
2021-08-02,23.6,19.6,27.5,0.0,255.0,17.2,1010.9
2021-08-03,23.2,19.5,28.2,0.7,259.0,16.2,1012.2
2021-08-04,23.3,21.0,29.3,2.8,258.0,15.5,1012.6
2021-08-05,22.8,20.4,27.6,2.7,256.0,16.4,1010.8
2021-08-06,23.5,19.9,28.8,1.6,259.0,15.5,1009.6
2021-08-07,24.3,20.9,29.4,4.3,255.0,13.2,1010.4
2021-08-08,24.9,20.8,30.3,1.3,255.0,9.4,1010.8
2021-08-09,25.5,21.7,30.7,0.5,258.0,8.1,1011.3
2021-08-10,23.9,21.8,30.7,0.0,268.0,11.3,1011.0
2021-08-11,24.0,20.8,28.2,0.0,272.0,11.4,1011.3
2021-08-12,22.8,19.7,28.2,1.5,273.0,11.5,1011.9
2021-08-13,23.2,20.0,27.0,3.8,269.0,11.8,1010.9
2021-08-14,23.6,20.3,27.4,0.0,269.0,14.2,1009.2
2021-08-15,23.2,20.0,28.0,0.5,264.0,12.9,1009.6
2021-08-16,22.8,20.7,28.0,0.0,260.0,12.2,1010.7
2021-08-17,22.9,20.3,26.5,13.7,261.0,10.7,1010.9
2021-08-18,23.6,20.7,27.5,0.0,252.0,13.4,1009.7
2021-08-19,23.6,20.4,28.4,0.3,257.0,14.1,1009.2
2021-08-20,24.1,20.5,28.8,7.1,268.0,9.7,1009.6
2021-08-21,22.4,20.2,28.6,0.3,269.0,5.6,1011.1
2021-08-22,22.8,19.2,27.7,5.6,250.0,4.2,1012.6
2021-08-23,23.6,20.5,27.1,3.0,255.0,5.0,1010.6
2021-08-24,24.5,20.3,29.0,3.8,255.0,6.4,1010.4
2021-08-25,24.1,20.7,29.1,1.0,261.0,7.4,1009.8
2021-08-26,24.1,21.0,29.6,0.0,258.0,8.6,1008.2
2021-08-27,22.7,20.5,30.4,24.9,257.0,8.2,1007.8
2021-08-28,22.4,20.1,28.4,11.7,255.0,11.7,1006.9
2021-08-29,21.7,19.2,25.8,4.1,258.0,13.3,1006.6
2021-08-30,22.4,19.7,26.2,3.8,257.0,13.5,1007.8
2021-08-31,23.9,19.7,27.6,0.5,254.0,11.1,1008.8
2021-09-01,23.6,20.9,29.3,0.0,265.0,9.1,1009.9
2021-09-02,22.6,19.5,29.4,2.8,271.0,8.6,1009.8
2021-09-03,22.5,19.5,26.7,44.7,273.0,10.4,1009.0
2021-09-04,22.3,20.4,26.2,0.0,259.0,13.7,1009.5
2021-09-05,22.1,20.2,26.6,1.0,256.0,14.5,1009.3
2021-09-06,22.6,20.2,27.2,7.9,255.0,15.0,1009.2
2021-09-07,22.2,20.0,27.0,2.0,247.0,17.4,1009.0
2021-09-08,23.1,20.5,27.0,0.5,244.0,16.0,1010.2
2021-09-09,24.0,20.0,27.8,0.5,255.0,13.6,1011.5
2021-09-10,24.1,20.2,29.1,0.0,256.0,13.6,1011.1
2021-09-11,23.7,20.5,28.4,1.3,247.0,14.7,1010.1
2021-09-12,23.6,20.7,28.5,0.0,250.0,16.4,1008.8
2021-09-13,23.7,20.9,28.0,0.0,246.0,18.0,1007.8
2021-09-14,24.1,19.9,28.2,0.0,250.0,14.9,1008.5
2021-09-15,23.8,20.5,28.2,1.4,251.0,12.7,1009.6
2021-09-16,23.7,19.0,29.0,0.3,258.0,10.0,1009.6
2021-09-17,24.0,19.3,30.0,0.4,268.0,7.6,1009.2
2021-09-18,26.0,21.0,30.9,0.1,285.0,6.5,1010.6
2021-09-19,25.7,19.5,30.8,3.8,355.0,5.3,1011.8
2021-09-20,22.4,19.8,31.3,26.2,279.0,4.7,1011.2
2021-09-21,23.5,20.3,29.0,53.3,284.0,8.4,1010.4
2021-09-22,23.9,20.6,29.7,11.2,279.0,11.6,1008.9
2021-09-23,23.8,20.6,28.0,0.0,275.0,10.7,1009.1
2021-09-24,24.0,20.7,28.2,0.3,278.0,8.8,1009.9
2021-09-25,24.2,20.8,28.8,0.5,266.0,9.3,1009.6
2021-09-26,23.1,20.1,29.2,12.2,281.0,11.0,1007.8
2021-09-27,22.7,20.2,27.0,0.5,258.0,14.6,1006.8
2021-09-28,22.3,18.8,27.0,10.2,250.0,14.6,1008.5
2021-09-29,23.4,19.4,27.4,9.1,256.0,11.6,1010.3
2021-09-30,24.0,20.4,28.0,0.0,267.0,7.0,1011.3
2021-10-01,23.0,19.9,29.8,8.5,349.0,7.7,1010.7
2021-10-02,24.2,21.0,30.8,5.8,63.0,6.9,1010.2
2021-10-03,23.7,20.0,30.0,0.0,90.0,7.2,1010.0
2021-10-04,24.8,20.2,29.7,64.0,69.0,6.6,1009.3
2021-10-05,23.3,19.1,30.6,0.0,29.0,5.4,1009.3
2021-10-06,22.6,20.1,28.0,38.6,251.0,4.8,1008.0
2021-10-07,24.9,21.0,29.6,0.5,237.0,6.4,1008.7
2021-10-08,22.8,21.8,30.6,6.1,273.0,7.8,1009.8
2021-10-09,22.1,20.8,27.1,7.9,275.0,8.9,1011.2
2021-10-10,22.5,21.1,26.3,14.5,279.0,8.5,1010.7
2021-10-11,22.8,19.6,27.0,13.0,292.0,6.5,1009.5
2021-10-12,22.0,19.4,27.5,32.5,283.0,7.2,1009.2
2021-10-13,22.8,19.7,27.8,18.3,275.0,8.4,1008.9
2021-10-14,24.2,20.4,28.0,26.9,287.0,6.2,1008.1
2021-10-15,23.6,21.5,29.0,39.6,283.0,4.0,1005.5
2021-10-16,23.8,19.4,28.3,15.0,353.0,3.2,1005.0
2021-10-17,22.7,20.6,28.9,7.1,282.0,6.8,1006.9
2021-10-18,22.9,20.8,26.7,0.8,270.0,10.3,1010.1
2021-10-19,23.8,20.5,27.6,15.2,321.0,6.5,1012.4
2021-10-20,24.7,20.0,28.8,0.0,26.0,4.1,1014.1
2021-10-21,25.5,20.9,29.3,0.5,51.0,4.9,1014.3
2021-10-22,25.1,18.5,30.7,0.3,82.0,5.9,1014.3
2021-10-23,24.1,20.4,31.6,17.3,131.0,5.5,1015.1
2021-10-24,24.3,19.2,30.1,41.9,338.0,4.5,1015.1
2021-10-25,23.9,20.9,29.4,0.0,45.0,7.2,1013.2
2021-10-26,23.5,17.8,28.1,0.8,62.0,6.7,1012.3
2021-10-27,22.3,18.3,28.4,0.0,50.0,8.2,1012.6
2021-10-28,22.0,17.2,27.4,0.1,38.0,7.3,1012.5
2021-10-29,22.7,20.2,28.2,10.3,63.0,10.1,1013.3
2021-10-30,23.2,20.8,27.0,5.0,65.0,10.0,1014.0
2021-10-31,23.2,20.3,28.0,8.6,56.0,10.0,1013.8
2021-11-01,22.9,20.8,27.8,8.7,65.0,10.8,1012.9
2021-11-02,22.1,20.6,27.6,5.3,82.0,12.4,1012.2
2021-11-03,22.3,20.2,26.8,0.0,86.0,9.6,1012.6
2021-11-04,22.1,19.4,27.0,10.7,79.0,6.3,1012.4
2021-11-05,21.7,19.2,28.4,55.9,54.0,4.8,1012.2
2021-11-06,22.8,18.3,26.6,0.0,17.0,6.8,1011.2
2021-11-07,21.6,19.4,27.4,3.7,23.0,9.0,1011.5
2021-11-08,20.5,19.5,24.5,2.0,44.0,9.2,1012.3
2021-11-09,21.4,18.2,25.6,1.0,44.0,8.0,1013.1
2021-11-10,20.7,17.4,26.6,0.0,35.0,10.4,1011.5
2021-11-11,18.4,17.3,24.0,4.3,350.0,14.1,1009.0
2021-11-12,20.4,16.8,22.5,19.1,340.0,9.2,1008.5
2021-11-13,21.8,20.1,24.7,6.6,150.0,4.8,1009.7
2021-11-14,22.4,19.1,26.0,0.0,202.0,3.7,1010.2
